28m;820;Sceller;"15 MONTANT 1102 mm; 98 LAMES 100 MF 2000 mm; 14 LAMES 100 SUP 2000 mm; 14 Parecloses petits 50 mm; 30 Parecloses grands 1102 mm; 15 Chapeaux montants; 15 Platines; 60 Vis DIN 6928 6,3X75; 60 Chevilles; 60 Vis DIN 7504N 4,8X19; 60 Rondelles 125 M8; 60 Bouchons 1174 NOIR/BLANC; 60 Bouchons NYLIN 10MM NOIR/BLANC; 60 Vis DIN 7504P INOX 5,5X50"
30m;820;Sceller;"16 MONTANT 1102 mm; 105 LAMES 100 MF 2000 mm; 15 LAMES 100 SUP 2000 mm; 15 Parecloses petits 50 mm; 32 Parecloses grands 1102 mm; 16 Chapeaux montants; 16 Platines; 64 Vis DIN 6928 6,3X75; 64 Chevilles; 64 Vis DIN 7504N 4,8X19; 64 Rondelles 125 M8; 64 Bouchons 1174 NOIR/BLANC; 64 Bouchons NYLIN 10MM NOIR/BLANC; 64 Vis DIN 7504P INOX 5,5X50"
32m;820;Sceller;"17 MONTANT 1102 mm; 112 LAMES 100 MF 2000 mm; 16 LAMES 100 SUP 2000 mm; 16 Parecloses petits 50 mm; 34 Parecloses grands 1102 mm; 17 Chapeaux montants; 17 Platines; 68 Vis DIN 6928 6,3X75; 68 Chevilles; 68 Vis DIN 7504N 4,8X19; 68 Rondelles 125 M8; 68 Bouchons 1174 NOIR/BLANC; 68 Bouchons NYLIN 10MM NOIR/BLANC; 68 Vis DIN 7504P INOX 5,5X50"
34m;820;Sceller;"18 MONTANT 1102 mm; 119 LAMES 100 MF 2000 mm; 17 LAMES 100 SUP 2000 mm; 17 Parecloses petits 50 mm; 36 Parecloses grands 1102 mm; 18 Chapeaux montants; 18 Platines; 72 Vis DIN 6928 6,3X75; 72 Chevilles; 72 Vis DIN 7504N 4,8X19; 72 Rondelles 125 M8; 72 Bouchons 1174 NOIR/BLANC; 72 Bouchons NYLIN 10MM NOIR/BLANC; 72 Vis DIN 7504P INOX 5,5X50"
36m;820;Sceller;"19 MONTANT 1102 mm; 126 LAMES 100 MF 2000 mm; 18 LAMES 100 SUP 2000 mm; 18 Parecloses petits 50 mm; 38 Parecloses grands 1102 mm; 19 Chapeaux montants; 19 Platines; 76 Vis DIN 6928 6,3X75; 76 Chevilles; 76 Vis DIN 7504N 4,8X19; 76 Rondelles 125 M8; 76 Bouchons 1174 NOIR/BLANC; 76 Bouchons NYLIN 10MM NOIR/BLANC; 76 Vis DIN 7504P INOX 5,5X50"
38m;820;Sceller;"20 MONTANT 1102 mm; 133 LAMES 100 MF 2000 mm; 19 LAMES 100 SUP 2000 mm; 19 Parecloses petits 50 mm; 40 Parecloses grands 1102 mm; 20 Chapeaux montants; 20 Platines; 80 Vis DIN 6928 6,3X75; 80 Chevilles; 80 Vis DIN 7504N 4,8X19; 80 Rondelles 125 M8; 80 Bouchons 1174 NOIR/BLANC; 80 Bouchons NYLIN 10MM NOIR/BLANC; 80 Vis DIN 7504P INOX 5,5X50"
40m;820;Sceller;"21 MONTANT 1102 mm; 140 LAMES 100 MF 2000 mm; 20 LAMES 100 SUP 2000 mm; 20 Parecloses petits 50 mm; 42 Parecloses grands 1102 mm; 21 Chapeaux montants; 21 Platines; 84 Vis DIN 6928 6,3X75; 84 Chevilles; 84 Vis DIN 7504N 4,8X19; 84 Rondelles 125 M8; 84 Bouchons 1174 NOIR/BLANC; 84 Bouchons NYLIN 10MM NOIR/BLANC; 84 Vis DIN 7504P INOX 5,5X50"
42m;820;Sceller;"22 MONTANT 1102 mm; 147 LAMES 100 MF 2000 mm; 21 LAMES 100 SUP 2000 mm; 21 Parecloses petits 50 mm; 44 Parecloses grands 1102 mm; 22 Chapeaux montants; 22 Platines; 88 Vis DIN 6928 6,3X75; 88 Chevilles; 88 Vis DIN 7504N 4,8X19; 88 Rondelles 125 M8; 88 Bouchons 1174 NOIR/BLANC; 88 Bouchons NYLIN 10MM NOIR/BLANC; 88 Vis DIN 7504P INOX 5,5X50"
44m;820;Sceller;"23 MONTANT 1102 mm; 154 LAMES 100 MF 2000 mm; 22 LAMES 100 SUP 2000 mm; 22 Parecloses petits 50 mm; 46 Parecloses grands 1102 mm; 23 Chapeaux montants; 23 Platines; 92 Vis DIN 6928 6,3X75; 92 Chevilles; 92 Vis DIN 7504N 4,8X19; 92 Rondelles 125 M8; 92 Bouchons 1174 NOIR/BLANC; 92 Bouchons NYLIN 10MM NOIR/BLANC; 92 Vis DIN 7504P INOX 5,5X50"
46m;820;Sceller;"24 MONTANT 1102 mm; 161 LAMES 100 MF 2000 mm; 23 LAMES 100 SUP 2000 mm; 23 Parecloses petits 50 mm; 48 Parecloses grands 1102 mm; 24 Chapeaux montants; 24 Platines; 96 Vis DIN 6928 6,3X75; 96 Chevilles; 96 Vis DIN 7504N 4,8X19; 96 Rondelles 125 M8; 96 Bouchons 1174 NOIR/BLANC; 96 Bouchons NYLIN 10MM NOIR/BLANC; 96 Vis DIN 7504P INOX 5,5X50"
48m;820;Sceller;"25 MONTANT 1102 mm; 168 LAMES 100 MF 2000 mm; 24 LAMES 100 SUP 2000 mm; 24 Parecloses petits 50 mm; 50 Parecloses grands 1102 mm; 25 Chapeaux montants; 25 Platines; 100 Vis DIN 6928 6,3X75; 100 Chevilles; 100 Vis DIN 7504N 4,8X19; 100 Rondelles 125 M8; 100 Bouchons 1174 NOIR/BLANC; 100 Bouchons NYLIN 10MM NOIR/BLANC; 100 Vis DIN 7504P INOX 5,5X50"
50m;820;Sceller;"26 MONTANT 1102 mm; 175 LAMES 100 MF 2000 mm; 25 LAMES 100 SUP 2000 mm; 25 Parecloses petits 50 mm; 52 Parecloses grands 1102 mm; 26 Chapeaux montants; 26 Platines; 104 Vis DIN 6928 6,3X75; 104 Chevilles; 104 Vis DIN 7504N 4,8X19; 104 Rondelles 125 M8; 104 Bouchons 1174 NOIR/BLANC; 104 Bouchons NYLIN 10MM NOIR/BLANC; 104 Vis DIN 7504P INOX 5,5X50"
10m;920;Sceller;"6 MONTANT 1102 mm; 40 LAMES 100 MF 2000 mm; 5 LAMES 100 SUP 2000 mm; 5 Parecloses petits 50 mm; 12 Parecloses grands 1102 mm; 6 Chapeaux montants; 6 Platines; 24 Vis DIN 6928 6,3X75; 24 Chevilles; 24 Vis DIN 7504N 4,8X19; 24 Rondelles 125 M8; 24 Bouchons 1174 NOIR/BLANC; 24 Bouchons NYLIN 10MM NOIR/BLANC; 24 Vis DIN 7504P INOX 5,5X50"
12m;920;Sceller;"7 MONTANT 1102 mm; 48 LAMES 100 MF 2000 mm; 6 LAMES 100 SUP 2000 mm; 6 Parecloses petits 50 mm; 14 Parecloses grands 1102 mm; 7 Chapeaux montants; 7 Platines; 28 Vis DIN 6928 6,3X75; 28 Chevilles; 28 Vis DIN 7504N 4,8X19; 28 Rondelles 125 M8; 28 Bouchons 1174 NOIR/BLANC; 28 Bouchons NYLIN 10MM NOIR/BLANC; 28 Vis DIN 7504P INOX 5,5X50"
14m;920;Sceller;"8 MONTANT 1102 mm; 56 LAMES 100 MF 2000 mm; 7 LAMES 100 SUP 2000 mm; 7 Parecloses petits 50 mm; 16 Parecloses grands 1102 mm; 8 Chapeaux montants; 8 Platines; 32 Vis DIN 6928 6,3X75; 32 Chevilles; 32 Vis DIN 7504N 4,8X19; 32 Rondelles 125 M8; 32 Bouchons 1174 NOIR/BLANC; 32 Bouchons NYLIN 10MM NOIR/BLANC; 32 Vis DIN 7504P INOX 5,5X50"
16m;920;Sceller;"9 MONTANT 1102 mm; 64 LAMES 100 MF 2000 mm; 8 LAMES 100 SUP 2000 mm; 8 Parecloses petits 50 mm; 18 Parecloses grands 1102 mm; 9 Chapeaux montants; 9 Platines; 36 Vis DIN 6928 6,3X75; 36 Chevilles; 36 Vis DIN 7504N 4,8X19; 36 Rondelles 125 M8; 36 Bouchons 1174 NOIR/BLANC; 36 Bouchons NYLIN 10MM NOIR/BLANC; 36 Vis DIN 7504P INOX 5,5X50"
18m;920;Sceller;"10 MONTANT 1102 mm; 72 LAMES 100 MF 2000 mm; 9 LAMES 100 SUP 2000 mm; 9 Parecloses petits 50 mm; 20 Parecloses grands 1102 mm; 10 Chapeaux montants; 10 Platines; 40 Vis DIN 6928 6,3X75; 40 Chevilles; 40 Vis DIN 7504N 4,8X19; 40 Rondelles 125 M8; 40 Bouchons 1174 NOIR/BLANC; 40 Bouchons NYLIN 10MM NOIR/BLANC; 40 Vis DIN 7504P INOX 5,5X50"
20m;920;Sceller;"11 MONTANT 1102 mm; 80 LAMES 100 MF 2000 mm; 10 LAMES 100 SUP 2000 mm; 10 Parecloses petits 50 mm; 22 Parecloses grands 1102 mm; 11 Chapeaux montants; 11 Platines; 44 Vis DIN 6928 6,3X75; 44 Chevilles; 44 Vis DIN 7504N 4,8X19; 44 Rondelles 125 M8; 44 Bouchons 1174 NOIR/BLANC; 44 Bouchons NYLIN 10MM NOIR/BLANC; 44 Vis DIN 7504P INOX 5,5X50"
22m;920;Sceller;"12 MONTANT 1102 mm; 88 LAMES 100 MF 2000 mm; 11 LAMES 100 SUP 2000 mm; 11 Parecloses petits 50 mm; 24 Parecloses grands 1102 mm; 12 Chapeaux montants; 12 Platines; 48 Vis DIN 6928 6,3X75; 48 Chevilles; 48 Vis DIN 7504N 4,8X19; 48 Rondelles 125 M8; 48 Bouchons 1174 NOIR/BLANC; 48 Bouchons NYLIN 10MM NOIR/BLANC; 48 Vis DIN 7504P INOX 5,5X50"
24m;920;Sceller;"13 MONTANT 1102 mm; 96 LAMES 100 MF 2000 mm; 12 LAMES 100 SUP 2000 mm; 12 Parecloses petits 50 mm; 26 Parecloses grands 1102 mm; 13 Chapeaux montants; 13 Platines; 52 Vis DIN 6928 6,3X75; 52 Chevilles; 52 Vis DIN 7504N 4,8X19; 52 Rondelles 125 M8; 52 Bouchons 1174 NOIR/BLANC; 52 Bouchons NYLIN 10MM NOIR/BLANC; 52 Vis DIN 7504P INOX 5,5X50"
26m;920;Sceller;"14 MONTANT 1102 mm; 104 LAMES 100 MF 2000 mm; 13 LAMES 100 SUP 2000 mm; 13 Parecloses petits 50 mm; 28 Parecloses grands 1102 mm; 14 Chapeaux montants; 14 Platines; 56 Vis DIN 6928 6,3X75; 56 Chevilles; 56 Vis DIN 7504N 4,8X19; 56 Rondelles 125 M8; 56 Bouchons 1174 NOIR/BLANC; 56 Bouchons NYLIN 10MM NOIR/BLANC; 56 Vis DIN 7504P INOX 5,5X50"
28m;920;Sceller;"15 MONTANT 1102 mm; 112 LAMES 100 MF 2000 mm; 14 LAMES 100 SUP 2000 mm; 14 Parecloses petits 50 mm; 30 Parecloses grands 1102 mm; 15 Chapeaux montants; 15 Platines; 60 Vis DIN 6928 6,3X75; 60 Chevilles; 60 Vis DIN 7504N 4,8X19; 60 Rondelles 125 M8; 60 Bouchons 1174 NOIR/BLANC; 60 Bouchons NYLIN 10MM NOIR/BLANC; 60 Vis DIN 7504P INOX 5,5X50"
30m;920;Sceller;"16 MONTANT 1102 mm; 120 LAMES 100 MF 2000 mm; 15 LAMES 100 SUP 2000 mm; 15 Parecloses petits 50 mm; 32 Parecloses grands 1102 mm; 16 Chapeaux montants; 16 Platines; 64 Vis DIN 6928 6,3X75; 64 Chevilles; 64 Vis DIN 7504N 4,8X19; 64 Rondelles 125 M8; 64 Bouchons 1174 NOIR/BLANC; 64 Bouchons NYLIN 10MM NOIR/BLANC; 64 Vis DIN 7504P INOX 5,5X50"
32m;920;Sceller;"17 MONTANT 1102 mm; 128 LAMES 100 MF 2000 mm; 16 LAMES 100 SUP 2000 mm; 16 Parecloses petits 50 mm; 34 Parecloses grands 1102 mm; 17 Chapeaux montants; 17 Platines; 68 Vis DIN 6928 6,3X75; 68 Chevilles; 68 Vis DIN 7504N 4,8X19; 68 Rondelles 125 M8; 68 Bouchons 1174 NOIR/BLANC; 68 Bouchons NYLIN 10MM NOIR/BLANC; 68 Vis DIN 7504P INOX 5,5X50"
34m;920;Sceller;"18 MONTANT 1102 mm; 136 LAMES 100 MF 2000 mm; 17 LAMES 100 SUP 2000 mm; 17 Parecloses petits 50 mm; 36 Parecloses grands 1102 mm; 18 Chapeaux montants; 18 Platines; 72 Vis DIN 6928 6,3X75; 72 Chevilles; 72 Vis DIN 7504N 4,8X19; 72 Rondelles 125 M8; 72 Bouchons 1174 NOIR/BLANC; 72 Bouchons NYLIN 10MM NOIR/BLANC; 72 Vis DIN 7504P INOX 5,5X50"
36m;920;Sceller;"19 MONTANT 1102 mm; 144 LAMES 100 MF 2000 mm; 18 LAMES 100 SUP 2000 mm; 18 Parecloses petits 50 mm; 38 Parecloses grands 1102 mm; 19 Chapeaux montants; 19 Platines; 76 Vis DIN 6928 6,3X75; 76 Chevilles; 76 Vis DIN 7504N 4,8X19; 76 Rondelles 125 M8; 76 Bouchons 1174 NOIR/BLANC; 76 Bouchons NYLIN 10MM NOIR/BLANC; 76 Vis DIN 7504P INOX 5,5X50"
38m;920;Sceller;"20 MONTANT 1102 mm; 152 LAMES 100 MF 2000 mm; 19 LAMES 100 SUP 2000 mm; 19 Parecloses petits 50 mm; 40 Parecloses grands 1102 mm; 20 Chapeaux montants; 20 Platines; 80 Vis DIN 6928 6,3X75; 80 Chevilles; 80 Vis DIN 7504N 4,8X19; 80 Rondelles 125 M8; 80 Bouchons 1174 NOIR/BLANC; 80 Bouchons NYLIN 10MM NOIR/BLANC; 80 Vis DIN 7504P INOX 5,5X50"
40m;920;Sceller;"21 MONTANT 1102 mm; 160 LAMES 100 MF 2000 mm; 20 LAMES 100 SUP 2000 mm; 20 Parecloses petits 50 mm; 42 Parecloses grands 1102 mm; 21 Chapeaux montants; 21 Platines; 84 Vis DIN 6928 6,3X75; 84 Chevilles; 84 Vis DIN 7504N 4,8X19; 84 Rondelles 125 M8; 84 Bouchons 1174 NOIR/BLANC; 84 Bouchons NYLIN 10MM NOIR/BLANC; 84 Vis DIN 7504P INOX 5,5X50"
42m;920;Sceller;"22 MONTANT 1102 mm; 168 LAMES 100 MF 2000 mm; 21 LAMES 100 SUP 2000 mm; 21 Parecloses petits 50 mm; 44 Parecloses grands 1102 mm; 22 Chapeaux montants; 22 Platines; 88 Vis DIN 6928 6,3X75; 88 Chevilles; 88 Vis DIN 7504N 4,8X19; 88 Rondelles 125 M8; 88 Bouchons 1174 NOIR/BLANC; 88 Bouchons NYLIN 10MM NOIR/BLANC; 88 Vis DIN 7504P INOX 5,5X50"
44m;920;Sceller;"23 MONTANT 1102 mm; 176 LAMES 100 MF 2000 mm; 22 LAMES 100 SUP 2000 mm; 22 Parecloses petits 50 mm; 46 Parecloses grands 1102 mm; 23 Chapeaux montants; 23 Platines; 92 Vis DIN 6928 6,3X75; 92 Chevilles; 92 Vis DIN 7504N 4,8X19; 92 Rondelles 125 M8; 92 Bouchons 1174 NOIR/BLANC; 92 Bouchons NYLIN 10MM NOIR/BLANC; 92 Vis DIN 7504P INOX 5,5X50"
46m;920;Sceller;"24 MONTANT 1102 mm; 184 LAMES 100 MF 2000 mm; 23 LAMES 100 SUP 2000 mm; 23 Parecloses petits 50 mm; 48 Parecloses grands 1102 mm; 24 Chapeaux montants; 24 Platines; 96 Vis DIN 6928 6,3X75; 96 Chevilles; 96 Vis DIN 7504N 4,8X19; 96 Rondelles 125 M8; 96 Bouchons 1174 NOIR/BLANC; 96 Bouchons NYLIN 10MM NOIR/BLANC; 96 Vis DIN 7504P INOX 5,5X50"
48m;920;Sceller;"25 MONTANT 1102 mm; 192 LAMES 100 MF 2000 mm; 24 LAMES 100 SUP 2000 mm; 24 Parecloses petits 50 mm; 50 Parecloses grands 1102 mm; 25 Chapeaux montants; 25 Platines; 100 Vis DIN 6928 6,3X75; 100 Chevilles; 100 Vis DIN 7504N 4,8X19; 100 Rondelles 125 M8; 100 Bouchons 1174 NOIR/BLANC; 100 Bouchons NYLIN 10MM NOIR/BLANC; 100 Vis DIN 7504P INOX 5,5X50"
50m;920;Sceller;"26 MONTANT 1102 mm; 200 LAMES 100 MF 2000 mm; 25 LAMES 100 SUP 2000 mm; 25 Parecloses petits 50 mm; 52 Parecloses grands 1102 mm; 26 Chapeaux montants; 26 Platines; 104 Vis DIN 6928 6,3X75; 104 Chevilles; 104 Vis DIN 7504N 4,8X19; 104 Rondelles 125 M8; 104 Bouchons 1174 NOIR/BLANC; 104 Bouchons NYLIN 10MM NOIR/BLANC; 104 Vis DIN 7504P INOX 5,5X50"
10m;1020;Sceller;"6 MONTANT 1102 mm; 45 LAMES 100 MF 2000 mm; 5 LAMES 100 SUP 2000 mm; 5 Parecloses petits 50 mm; 12 Parecloses grands 1102 mm; 6 Chapeaux montants; 6 Platines; 24 Vis DIN 6928 6,3X75; 24 Chevilles; 24 Vis DIN 7504N 4,8X19; 24 Rondelles 125 M8; 24 Bouchons 1174 NOIR/BLANC; 24 Bouchons NYLIN 10MM NOIR/BLANC; 24 Vis DIN 7504P INOX 5,5X50"
12m;1020;Sceller;"7 MONTANT 1102 mm; 54 LAMES 100 MF 2000 mm; 6 LAMES 100 SUP 2000 mm; 6 Parecloses petits 50 mm; 14 Parecloses grands 1102 mm; 7 Chapeaux montants; 7 Platines; 28 Vis DIN 6928 6,3X75; 28 Chevilles; 28 Vis DIN 7504N 4,8X19; 28 Rondelles 125 M8; 28 Bouchons 1174 NOIR/BLANC; 28 Bouchons NYLIN 10MM NOIR/BLANC; 28 Vis DIN 7504P INOX 5,5X50"
14m;1020;Sceller;"8 MONTANT 1102 mm; 63 LAMES 100 MF 2000 mm; 7 LAMES 100 SUP 2000 mm; 7 Parecloses petits 50 mm; 16 Parecloses grands 1102 mm; 8 Chapeaux montants; 8 Platines; 32 Vis DIN 6928 6,3X75; 32 Chevilles; 32 Vis DIN 7504N 4,8X19; 32 Rondelles 125 M8; 32 Bouchons 1174 NOIR/BLANC; 32 Bouchons NYLIN 10MM NOIR/BLANC; 32 Vis DIN 7504P INOX 5,5X50"
16m;1020;Sceller;"9 MONTANT 1102 mm; 72 LAMES 100 MF 2000 mm; 8 LAMES 100 SUP 2000 mm; 8 Parecloses petits 50 mm; 18 Parecloses grands 1102 mm; 9 Chapeaux montants; 9 Platines; 36 Vis DIN 6928 6,3X75; 36 Chevilles; 36 Vis DIN 7504N 4,8X19; 36 Rondelles 125 M8; 36 Bouchons 1174 NOIR/BLANC; 36 Bouchons NYLIN 10MM NOIR/BLANC; 36 Vis DIN 7504P INOX 5,5X50"
18m;1020;Sceller;"10 MONTANT 1102 mm; 81 LAMES 100 MF 2000 mm; 9 LAMES 100 SUP 2000 mm; 9 Parecloses petits 50 mm; 20 Parecloses grands 1102 mm; 10 Chapeaux montants; 10 Platines; 40 Vis DIN 6928 6,3X75; 40 Chevilles; 40 Vis DIN 7504N 4,8X19; 40 Rondelles 125 M8; 40 Bouchons 1174 NOIR/BLANC; 40 Bouchons NYLIN 10MM NOIR/BLANC; 40 Vis DIN 7504P INOX 5,5X50"
20m;1020;Sceller;"11 MONTANT 1102 mm; 90 LAMES 100 MF 2000 mm; 10 LAMES 100 SUP 2000 mm; 10 Parecloses petits 50 mm; 22 Parecloses grands 1102 mm; 11 Chapeaux montants; 11 Platines; 44 Vis DIN 6928 6,3X75; 44 Chevilles; 44 Vis DIN 7504N 4,8X19; 44 Rondelles 125 M8; 44 Bouchons 1174 NOIR/BLANC; 44 Bouchons NYLIN 10MM NOIR/BLANC; 44 Vis DIN 7504P INOX 5,5X50"
22m;1020;Sceller;"12 MONTANT 1102 mm; 99 LAMES 100 MF 2000 mm; 11 LAMES 100 SUP 2000 mm; 11 Parecloses petits 50 mm; 24 Parecloses grands 1102 mm; 12 Chapeaux montants; 12 Platines; 48 Vis DIN 6928 6,3X75; 48 Chevilles; 48 Vis DIN 7504N 4,8X19; 48 Rondelles 125 M8; 48 Bouchons 1174 NOIR/BLANC; 48 Bouchons NYLIN 10MM NOIR/BLANC; 48 Vis DIN 7504P INOX 5,5X50"
24m;1020;Sceller;"13 MONTANT 1102 mm; 108 LAMES 100 MF 2000 mm; 12 LAMES 100 SUP 2000 mm; 12 Parecloses petits 50 mm; 26 Parecloses grands 1102 mm; 13 Chapeaux montants; 13 Platines; 52 Vis DIN 6928 6,3X75; 52 Chevilles; 52 Vis DIN 7504N 4,8X19; 52 Rondelles 125 M8; 52 Bouchons 1174 NOIR/BLANC; 52 Bouchons NYLIN 10MM NOIR/BLANC; 52 Vis DIN 7504P INOX 5,5X50"
26m;1020;Sceller;"14 MONTANT 1102 mm; 117 LAMES 100 MF 2000 mm; 13 LAMES 100 SUP 2000 mm; 13 Parecloses petits 50 mm; 28 Parecloses grands 1102 mm; 14 Chapeaux montants; 14 Platines; 56 Vis DIN 6928 6,3X75; 56 Chevilles; 56 Vis DIN 7504N 4,8X19; 56 Rondelles 125 M8; 56 Bouchons 1174 NOIR/BLANC; 56 Bouchons NYLIN 10MM NOIR/BLANC; 56 Vis DIN 7504P INOX 5,5X50"
28m;1020;Sceller;"15 MONTANT 1102 mm; 126 LAMES 100 MF 2000 mm; 14 LAMES 100 SUP 2000 mm; 14 Parecloses petits 50 mm; 30 Parecloses grands 1102 mm; 15 Chapeaux montants; 15 Platines; 60 Vis DIN 6928 6,3X75; 60 Chevilles; 60 Vis DIN 7504N 4,8X19; 60 Rondelles 125 M8; 60 Bouchons 1174 NOIR/BLANC; 60 Bouchons NYLIN 10MM NOIR/BLANC; 60 Vis DIN 7504P INOX 5,5X50"
30m;1020;Sceller;"16 MONTANT 1102 mm; 135 LAMES 100 MF 2000 mm; 15 LAMES 100 SUP 2000 mm; 15 Parecloses petits 50 mm; 32 Parecloses grands 1102 mm; 16 Chapeaux montants; 16 Platines; 64 Vis DIN 6928 6,3X75; 64 Chevilles; 64 Vis DIN 7504N 4,8X19; 64 Rondelles 125 M8; 64 Bouchons 1174 NOIR/BLANC; 64 Bouchons NYLIN 10MM NOIR/BLANC; 64 Vis DIN 7504P INOX 5,5X50"
32m;1020;Sceller;"17 MONTANT 1102 mm; 144 LAMES 100 MF 2000 mm; 16 LAMES 100 SUP 2000 mm; 16 Parecloses petits 50 mm; 34 Parecloses grands 1102 mm; 17 Chapeaux montants; 17 Platines; 68 Vis DIN 6928 6,3X75; 68 Chevilles; 68 Vis DIN 7504N 4,8X19; 68 Rondelles 125 M8; 68 Bouchons 1174 NOIR/BLANC; 68 Bouchons NYLIN 10MM NOIR/BLANC; 68 Vis DIN 7504P INOX 5,5X50"
34m;1020;Sceller;"18 MONTANT 1102 mm; 153 LAMES 100 MF 2000 mm; 17 LAMES 100 SUP 2000 mm; 17 Parecloses petits 50 mm; 36 Parecloses grands 1102 mm; 18 Chapeaux montants; 18 Platines; 72 Vis DIN 6928 6,3X75; 72 Chevilles; 72 Vis DIN 7504N 4,8X19; 72 Rondelles 125 M8; 72 Bouchons 1174 NOIR/BLANC; 72 Bouchons NYLIN 10MM NOIR/BLANC; 72 Vis DIN 7504P INOX 5,5X50"
36m;1020;Sceller;"19 MONTANT 1102 mm; 162 LAMES 100 MF 2000 mm; 18 LAMES 100 SUP 2000 mm; 18 Parecloses petits 50 mm; 38 Parecloses grands 1102 mm; 19 Chapeaux montants; 19 Platines; 76 Vis DIN 6928 6,3X75; 76 Chevilles; 76 Vis DIN 7504N 4,8X19; 76 Rondelles 125 M8; 76 Bouchons 1174 NOIR/BLANC; 76 Bouchons NYLIN 10MM NOIR/BLANC; 76 Vis DIN 7504P INOX 5,5X50"
38m;1020;Sceller;"20 MONTANT 1102 mm; 171 LAMES 100 MF 2000 mm; 19 LAMES 100 SUP 2000 mm; 19 Parecloses petits 50 mm; 40 Parecloses grands 1102 mm; 20 Chapeaux montants; 20 Platines; 80 Vis DIN 6928 6,3X75; 80 Chevilles; 80 Vis DIN 7504N 4,8X19; 80 Rondelles 125 M8; 80 Bouchons 1174 NOIR/BLANC; 80 Bouchons NYLIN 10MM NOIR/BLANC; 80 Vis DIN 7504P INOX 5,5X50"
40m;1020;Sceller;"21 MONTANT 1102 mm; 180 LAMES 100 MF 2000 mm; 20 LAMES 100 SUP 2000 mm; 20 Parecloses petits 50 mm; 42 Parecloses grands 1102 mm; 21 Chapeaux montants; 21 Platines; 84 Vis DIN 6928 6,3X75; 84 Chevilles; 84 Vis DIN 7504N 4,8X19; 84 Rondelles 125 M8; 84 Bouchons 1174 NOIR/BLANC; 84 Bouchons NYLIN 10MM NOIR/BLANC; 84 Vis DIN 7504P INOX 5,5X50"
42m;1020;Sceller;"22 MONTANT 1102 mm; 189 LAMES 100 MF 2000 mm; 21 LAMES 100 SUP 2000 mm; 21 Parecloses petits 50 mm; 44 Parecloses grands 1102 mm; 22 Chapeaux montants; 22 Platines; 88 Vis DIN 6928 6,3X75; 88 Chevilles; 88 Vis DIN 7504N 4,8X19; 88 Rondelles 125 M8; 88 Bouchons 1174 NOIR/BLANC; 88 Bouchons NYLIN 10MM NOIR/BLANC; 88 Vis DIN 7504P INOX 5,5X50"
44m;1020;Sceller;"23 MONTANT 1102 mm; 198 LAMES 100 MF 2000 mm; 22 LAMES 100 SUP 2000 mm; 22 Parecloses petits 50 mm; 46 Parecloses grands 1102 mm; 23 Chapeaux montants; 23 Platines; 92 Vis DIN 6928 6,3X75; 92 Chevilles; 92 Vis DIN 7504N 4,8X19; 92 Rondelles 125 M8; 92 Bouchons 1174 NOIR/BLANC; 92 Bouchons NYLIN 10MM NOIR/BLANC; 92 Vis DIN 7504P INOX 5,5X50"
46m;1020;Sceller;"24 MONTANT 1102 mm; 207 LAMES 100 MF 2000 mm; 23 LAMES 100 SUP 2000 mm; 23 Parecloses petits 50 mm; 48 Parecloses grands 1102 mm; 24 Chapeaux montants; 24 Platines; 96 Vis DIN 6928 6,3X75; 96 Chevilles; 96 Vis DIN 7504N 4,8X19; 96 Rondelles 125 M8; 96 Bouchons 1174 NOIR/BLANC; 96 Bouchons NYLIN 10MM NOIR/BLANC; 96 Vis DIN 7504P INOX 5,5X50"
48m;1020;Sceller;"25 MONTANT 1102 mm; 216 LAMES 100 MF 2000 mm; 24 LAMES 100 SUP 2000 mm; 24 Parecloses petits 50 mm; 50 Parecloses grands 1102 mm; 25 Chapeaux montants; 25 Platines; 100 Vis DIN 6928 6,3X75; 100 Chevilles; 100 Vis DIN 7504N 4,8X19; 100 Rondelles 125 M8; 100 Bouchons 1174 NOIR/BLANC; 100 Bouchons NYLIN 10MM NOIR/BLANC; 100 Vis DIN 7504P INOX 5,5X50"
50m;1020;Sceller;"26 MONTANT 1102 mm; 225 LAMES 100 MF 2000 mm; 25 LAMES 100 SUP 2000 mm; 25 Parecloses petits 50 mm; 52 Parecloses grands 1102 mm; 26 Chapeaux montants; 26 Platines; 104 Vis DIN 6928 6,3X75; 104 Chevilles; 104 Vis DIN 7504N 4,8X19; 104 Rondelles 125 M8; 104 Bouchons 1174 NOIR/BLANC; 104 Bouchons NYLIN 10MM NOIR/BLANC; 104 Vis DIN 7504P INOX 5,5X50"
10m;1120;Sceller;"6 MONTANT 1102 mm; 50 LAMES 100 MF 2000 mm; 5 LAMES 100 SUP 2000 mm; 5 Parecloses petits 50 mm; 12 Parecloses grands 1102 mm; 6 Chapeaux montants; 6 Platines; 24 Vis DIN 6928 6,3X75; 24 Chevilles; 24 Vis DIN 7504N 4,8X19; 24 Rondelles 125 M8; 24 Bouchons 1174 NOIR/BLANC; 24 Bouchons NYLIN 10MM NOIR/BLANC; 24 Vis DIN 7504P INOX 5,5X50"
